id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
3640,Cozy Private room in Upper East Side,37339,Maria,Manhattan,Upper East Side,40.749521,-73.99009,Private room,251,1,30,2020-05-13,6.0,1,310
3641,Cozy Private room in St. George,16087,James,Staten Island,St. George,40.560058,-74.155649,Private room,40,1,58,2020-01-20,2.76,2,60
3642,Cozy Private room in Park Slope,45451,David,Brooklyn,Park Slope,40.695599,-73.930331,Private room,73,14,15,2019-07-04,0.75,5,98
3643,Cozy Entire home/apt in St. George,87445,David,Staten Island,St. George,40.547284,-74.125773,Entire home/apt,126,1,2,2019-02-02,0.25,1,309
3644,Cozy Private room in Stapleton,59884,Emma,Staten Island,Stapleton,40.541494,-74.136096,Private room,43,3,15,2020-05-10,0.43,1,115
3645,Cozy Private room in Astoria,11722,David,Queens,Astoria,40.766221,-73.865267,Private room,10,1,6,2020-06-18,0.35,1,92
3646,Cozy Entire home/apt in Midtown,87806,Sarah,Manhattan,Midtown,40.726503,-74.016769,Entire home/apt,148,2,26,2019-01-31,0.74,1,57
3647,Cozy Private room in St. George,28444,David,Staten Island,St. George,40.597072,-74.187531,Private room,10,3,11,2019-08-10,0.46,3,182
3648,Cozy Entire home/apt in Williamsburg,36269,Sarah,Brooklyn,Williamsburg,40.660548,-73.910396,Entire home/apt,276,2,4,2019-01-31,0.19,3,84
3649,Cozy Entire home/apt in Bushwick,79581,Sarah,Brooklyn,Bushwick,40.687991,-73.97999,Entire home/apt,185,7,50,2019-03-27,5.56,1,301
3650,Cozy Shared room in Chelsea,28606,Michael,Manhattan,Chelsea,40.75366,-73.973503,Shared room,10,1,7,2020-05-08,0.54,1,260
3651,Cozy Entire home/apt in Williamsburg,25426,Emma,Brooklyn,Williamsburg,40.674378,-73.915821,Entire home/apt,152,7,9,2019-10-29,0.3,1,145
3652,Cozy Entire home/apt in Kingsbridge,90747,Lisa,Bronx,Kingsbridge,40.874852,-73.911502,Entire home/apt,110,1,20,2020-03-22,0.61,5,194
3653,Cozy Private room in Park Slope,93833,Sarah,Brooklyn,Park Slope,40.695656,-73.930067,Private room,10,14,4,2019-09-14,0.33,1,110
3654,Cozy Private room in Harlem,68087,Michael,Manhattan,Harlem,40.721171,-73.951097,Private room,10,14,14,2020-02-07,2.0,1,165
3655,Cozy Entire home/apt in Lower East Side,18298,Michael,Manhattan,Lower East Side,40.784461,-74.021207,Entire home/apt,330,1,56,2019-06-19,4.0,3,35
3656,Cozy Private room in Park Slope,54431,James,Brooklyn,Park Slope,40.633152,-73.959918,Private room,164,1,7,2020-04-01,0.25,1,52
3657,Cozy Entire home/apt in Kingsbridge,25266,Michael,Bronx,Kingsbridge,40.86622,-73.901329,Entire home/apt,46,30,10,2019-11-23,1.43,5,90
3658,Cozy Private room in Bed-Stuy,69165,James,Brooklyn,Bed-Stuy,40.644187,-73.966045,Private room,124,2,9,2020-03-15,0.69,1,328
3659,Cozy Entire home/apt in Long Island City,22384,Emma,Queens,Long Island City,40.747671,-73.899918,Entire home/apt,55,7,38,2019-03-07,1.31,1,310
3660,Cozy Shared room in Bushwick,83474,John,Brooklyn,Bushwick,40.680755,-73.983049,Shared room,42,30,64,2020-06-07,3.76,2,243
3661,Cozy Entire home/apt in Bed-Stuy,96298,James,Brooklyn,Bed-Stuy,40.679092,-73.909692,Entire home/apt,131,2,34,2019-10-28,1.0,1,210
3662,Cozy Entire home/apt in Chelsea,14570,James,Manhattan,Chelsea,40.756786,-73.948511,Entire home/apt,191,2,30,2019-01-31,3.75,1,177
3663,Cozy Private room in Bushwick,76175,Emma,Brooklyn,Bushwick,40.643363,-73.914849,Private room,171,1,22,2020-03-15,1.83,1,24
3664,Cozy Private room in Crown Heights,35150,Sarah,Brooklyn,Crown Heights,40.661398,-73.983984,Private room,57,3,16,2019-03-16,1.14,5,185
3665,Cozy Entire home/apt in Hell's Kitchen,23507,Emma,Manhattan,Hell's Kitchen,40.78385,-73.980282,Entire home/apt,244,1,4,2020-01-16,0.4,2,173
3666,Cozy Shared room in Chelsea,92578,Maria,Manhattan,Chelsea,40.784915,-73.964888,Shared room,104,60,2,2019-01-10,0.1,1,78
3667,Cozy Private room in Hell's Kitchen,33054,John,Manhattan,Hell's Kitchen,40.739944,-73.958894,Private room,82,3,12,2019-12-03,0.86,1,163
3668,Cozy Entire home/apt in Upper East Side,21981,Emma,Manhattan,Upper East Side,40.737312,-73.989892,Entire home/apt,135,90,8,2019-08-27,0.22,1,141
3669,Cozy Private room in Midtown,53927,James,Manhattan,Midtown,40.728632,-73.959851,Private room,132,14,8,2019-10-18,0.57,1,333
3670,Cozy Private room in Bed-Stuy,51405,Sarah,Brooklyn,Bed-Stuy,40.665127,-73.974012,Private room,78,3,7,2019-04-16,0.19,5,98
3671,Cozy Entire home/apt in Long Island City,26921,Maria,Queens,Long Island City,40.754824,-73.868624,Entire home/apt,86,2,45,2020-03-07,1.61,1,0
3672,Cozy Entire home/apt in Stapleton,60374,Emma,Staten Island,Stapleton,40.617089,-74.121281,Entire home/apt,79,7,44,2019-07-22,3.38,1,47
3673,Cozy Private room in Astoria,98622,Lisa,Queens,Astoria,40.724485,-73.841248,Private room,67,30,1,2020-05-25,0.33,2,354
3674,Cozy Entire home/apt in Chelsea,19486,James,Manhattan,Chelsea,40.78082,-73.953312,Entire home/apt,117,3,10,2019-05-03,,1,74
3675,Cozy Entire home/apt in Upper East Side,57524,David,Manhattan,Upper East Side,40.744249,-73.948098,Entire home/apt,141,1,66,2019-12-01,2.64,1,179
3676,Cozy Entire home/apt in Flushing,17232,John,Queens,Flushing,40.7509,-73.837331,Entire home/apt,125,3,155,2019-10-19,77.5,1,51
3677,Cozy Entire home/apt in Hell's Kitchen,45383,John,Manhattan,Hell's Kitchen,40.7377,-74.004386,Entire home/apt,73,60,83,2020-04-17,4.37,20,172
3678,Cozy Private room in Harlem,56889,James,Manhattan,Harlem,40.774395,-73.9634,Private room,28,1,44,2019-02-07,1.26,1,291
3679,Cozy Entire home/apt in Lower East Side,11191,John,Manhattan,Lower East Side,40.760366,-73.966946,Entire home/apt,55,2,11,2019-12-12,5.5,1,313
3680,Cozy Entire home/apt in Midtown,14943,Lisa,Manhattan,Midtown,40.781835,-73.957963,Entire home/apt,127,90,14,2019-04-08,0.52,5,213
3681,Cozy Entire home/apt in Kingsbridge,63920,Michael,Bronx,Kingsbridge,40.819383,-73.898674,Entire home/apt,96,3,28,2019-10-09,1.33,1,119
3682,Cozy Shared room in Long Island City,10408,James,Queens,Long Island City,40.753969,-73.838661,Shared room,15,7,1,2019-03-23,0.03,2,338
3683,Cozy Entire home/apt in Chelsea,13907,Lisa,Manhattan,Chelsea,40.730006,-73.973818,Entire home/apt,259,3,7,2019-02-18,0.27,1,141
3684,Cozy Entire home/apt in Long Island City,87152,Lisa,Queens,Long Island City,40.712927,-73.823963,Entire home/apt,136,7,41,2020-05-20,5.12,1,122
3685,Cozy Entire home/apt in Chelsea,33103,Maria,Manhattan,Chelsea,40.743383,-74.012247,Entire home/apt,167,1,37,2019-01-30,2.47,3,7
3686,Cozy Entire home/apt in Midtown,99818,John,Manhattan,Midtown,40.747288,-73.9925,Entire home/apt,36,30,7,2019-05-23,1.0,1,345
3687,Cozy Private room in Long Island City,24695,James,Queens,Long Island City,40.745801,-73.892465,Private room,104,14,2,,0.18,1,101
3688,Cozy Private room in Astoria,70388,Sarah,Queens,Astoria,40.710721,-73.874471,Private room,37,3,37,2020-01-13,1.06,1,220
3689,Cozy Private room in Williamsburg,69097,John,Brooklyn,Williamsburg,40.679255,-73.958813,Private room,35,3,3,2019-09-23,1.0,2,173
3690,Cozy Private room in Williamsburg,43363,John,Brooklyn,Williamsburg,40.655595,-73.981257,Private room,43,14,83,2019-11-08,16.6,2,260
3691,Cozy Entire home/apt in Fordham,44278,Emma,Bronx,Fordham,40.84159,-73.893008,Entire home/apt,86,14,25,2020-01-24,1.39,1,11
3692,Cozy Entire home/apt in Hell's Kitchen,86011,David,Manhattan,Hell's Kitchen,40.739779,-74.019013,Entire home/apt,233,2,39,2019-05-22,1.3,1,2
3693,Cozy Entire home/apt in Williamsburg,72782,David,Brooklyn,Williamsburg,40.680341,-73.925379,Entire home/apt,105,7,6,2019-11-23,0.6,2,218
3694,Cozy Entire home/apt in Kingsbridge,45166,James,Bronx,Kingsbridge,40.848925,-73.876478,Entire home/apt,61,2,22,2020-04-02,2.75,1,283
3695,Cozy Private room in Bed-Stuy,95609,Sarah,Brooklyn,Bed-Stuy,40.658114,-73.977591,Private room,61,1,37,2020-05-04,1.16,10,290
3696,Cozy Entire home/apt in Chelsea,88743,Emma,Manhattan,Chelsea,40.760386,-73.956025,Entire home/apt,234,1,39,2020-05-09,2.6,20,131
3697,Cozy Entire home/apt in Williamsburg,82130,Michael,Brooklyn,Williamsburg,40.698231,-73.945755,Entire home/apt,188,1,9,2019-10-31,1.5,10,230
3698,Cozy Shared room in Long Island City,37640,Sarah,Queens,Long Island City,40.721885,-73.877474,Shared room,32,7,51,2019-07-30,10.2,1,360
3699,Cozy Private room in Williamsburg,52774,Lisa,Brooklyn,Williamsburg,40.699832,-73.917646,Private room,89,1,26,2019-03-03,1.86,2,174
3700,Cozy Entire home/apt in Midtown,16866,Sarah,Manhattan,Midtown,40.739859,-74.022916,Entire home/apt,149,60,2,2020-04-24,0.08,3,169
3701,Cozy Entire home/apt in Harlem,37679,Lisa,Manhattan,Harlem,40.775749,-73.992594,Entire home/apt,230,3,10,2019-04-18,0.45,2,281
3702,Cozy Entire home/apt in Flushing,34290,Emma,Queens,Flushing,40.755831,-73.823035,Entire home/apt,140,14,1,2019-11-16,0.03,10,216
3703,Cozy Entire home/apt in Flushing,31557,Maria,Queens,Flushing,40.736805,-73.897955,Entire home/apt,148,1,54,2019-05-14,3.6,3,279
3704,Cozy Entire home/apt in Chelsea,11136,James,Manhattan,Chelsea,40.76788,-73.946484,Entire home/apt,271,2,0,,,2,280
3705,Cozy Entire home/apt in Upper East Side,82743,Sarah,Manhattan,Upper East Side,40.746036,-73.962535,Entire home/apt,303,1,93,2020-02-14,7.15,5,129
3706,Cozy Private room in Midtown,53162,Michael,Manhattan,Midtown,40.71952,-74.016434,Private room,10,3,7,2020-03-09,0.64,1,211
3707,Cozy Entire home/apt in Hell's Kitchen,89652,Michael,Manhattan,Hell's Kitchen,40.726686,-73.958042,Entire home/apt,254,7,12,2019-04-15,1.2,1,139
3708,Cozy Private room in Upper East Side,82922,Maria,Manhattan,Upper East Side,40.714095,-74.007483,Private room,190,2,22,2019-04-23,1.38,1,307
3709,Cozy Entire home/apt in Midtown,58260,Lisa,Manhattan,Midtown,40.715546,-74.005867,Entire home/apt,299,2,12,2019-07-11,0.67,2,206
3710,Cozy Private room in Midtown,64801,Lisa,Manhattan,Midtown,40.733695,-73.98343,Private room,30,7,18,2020-06-27,0.62,10,237
3711,Cozy Entire home/apt in Chelsea,45702,Michael,Manhattan,Chelsea,40.749251,-73.96398,Entire home/apt,311,3,5,2019-05-02,0.14,1,239
3712,Cozy Entire home/apt in Williamsburg,56014,Emma,Brooklyn,Williamsburg,40.668083,-73.905117,Entire home/apt,174,1,39,2020-03-17,2.79,1,214
3713,Cozy Entire home/apt in Flushing,99661,James,Queens,Flushing,40.735971,-73.832529,Entire home/apt,114,1,12,2020-05-29,0.43,1,340
3714,Cozy Private room in Kingsbridge,79066,Emma,Bronx,Kingsbridge,40.84712,-73.861893,Private room,21,1,4,2019-02-24,0.14,3,93
3715,Cozy Private room in Crown Heights,91869,Emma,Brooklyn,Crown Heights,40.683284,-73.939737,Private room,28,1,29,2019-04-11,7.25,10,128
3716,Cozy Private room in Hell's Kitchen,24239,James,Manhattan,Hell's Kitchen,40.732621,-73.998826,Private room,170,2,12,2020-03-08,0.92,3,94
3717,Cozy Entire home/apt in Chelsea,31996,Sarah,Manhattan,Chelsea,40.763644,-73.983556,Entire home/apt,299,1,14,2020-02-17,1.17,1,345
3718,Cozy Private room in Lower East Side,88682,Michael,Manhattan,Lower East Side,40.728172,-73.946862,Private room,53,1,37,2020-06-26,1.16,1,306
3719,Cozy Private room in New Brighton,15694,James,Staten Island,New Brighton,40.556063,-74.163874,Private room,39,7,13,2019-04-22,3.25,1,64
3720,Cozy Private room in Bushwick,75848,Maria,Brooklyn,Bushwick,40.651836,-73.935201,Private room,10,2,17,2019-08-13,,1,18
3721,Cozy Entire home/apt in Astoria,50300,John,Queens,Astoria,40.756894,-73.829892,Entire home/apt,45,3,82,2019-09-30,5.12,1,43
3722,Cozy Private room in Midtown,54327,Maria,Manhattan,Midtown,40.7792,-73.987819,Private room,10,1,9,2019-10-10,0.6,1,349
3723,Cozy Entire home/apt in New Brighton,73346,James,Staten Island,New Brighton,40.560456,-74.188725,Entire home/apt,66,2,16,2020-02-06,0.62,5,279
3724,Cozy Private room in Williamsburg,97391,Sarah,Brooklyn,Williamsburg,40.651476,-73.927278,Private room,224,30,30,2019-10-02,0.94,10,296
3725,Cozy Private room in St. George,93740,David,Staten Island,St. George,40.573714,-74.175415,Private room,65,1,5,2019-07-28,0.22,10,148
3726,Cozy Private room in Hell's Kitchen,15233,Michael,Manhattan,Hell's Kitchen,40.722875,-73.982492,Private room,54,1,10,2019-10-22,10.0,1,356
3727,Cozy Shared room in Williamsburg,29266,David,Brooklyn,Williamsburg,40.648229,-73.962338,Shared room,55,7,3,2020-05-30,0.1,1,127
3728,Cozy Entire home/apt in Hell's Kitchen,13938,Michael,Manhattan,Hell's Kitchen,40.72572,-73.948745,Entire home/apt,187,2,10,2019-09-02,0.91,1,103
3729,Cozy Entire home/apt in Chelsea,46836,Maria,Manhattan,Chelsea,40.746428,-73.987422,Entire home/apt,231,7,8,2019-06-20,0.67,2,197
3730,Cozy Entire home/apt in Crown Heights,86536,Lisa,Brooklyn,Crown Heights,40.635218,-73.918693,Entire home/apt,150,7,50,2019-05-26,50.0,10,54
3731,Cozy Private room in Hell's Kitchen,95036,Lisa,Manhattan,Hell's Kitchen,40.767718,-73.976621,Private room,55,3,13,2020-03-14,,2,232
3732,Cozy Private room in St. George,19786,David,Staten Island,St. George,40.595019,-74.167549,Private room,91,14,12,2019-09-28,2.4,1,310
3733,Cozy Private room in Harlem,29202,John,Manhattan,Harlem,40.723814,-73.977224,Private room,262,2,9,2019-12-27,0.29,10,325
3734,Cozy Entire home/apt in Kingsbridge,69967,John,Bronx,Kingsbridge,40.870875,-73.902807,Entire home/apt,60,7,15,2020-05-15,0.94,1,201
3735,Cozy Private room in Park Slope,58637,Maria,Brooklyn,Park Slope,40.669009,-73.965653,Private room,69,14,30,2019-02-16,15.0,1,284
3736,Cozy Private room in Bed-Stuy,85412,Michael,Brooklyn,Bed-Stuy,40.679951,-73.968612,Private room,67,30,25,2019-08-22,0.74,1,56
3737,Cozy Private room in Bed-Stuy,82684,David,Brooklyn,Bed-Stuy,40.658163,-73.943922,Private room,10,14,15,2019-05-31,2.14,2,15
3738,Cozy Private room in Midtown,55380,Michael,Manhattan,Midtown,40.743794,-73.978488,Private room,53,1,99,2019-12-10,3.41,1,48
3739,Cozy Private room in Park Slope,39730,Emma,Brooklyn,Park Slope,40.680558,-73.918382,Private room,125,2,18,2019-09-21,0.56,5,193
3740,Cozy Private room in Chelsea,15611,Emma,Manhattan,Chelsea,40.753353,-73.990397,Private room,177,1,32,2020-04-14,32.0,10,238
3741,Cozy Private room in Chelsea,87806,Michael,Manhattan,Chelsea,40.780347,-74.01561,Private room,48,60,15,2019-12-08,,2,247
3742,Cozy Entire home/apt in Hell's Kitchen,79389,Lisa,Manhattan,Hell's Kitchen,40.720306,-73.983945,Entire home/apt,348,3,0,,,2,202
3743,Cozy Private room in Midtown,36755,Michael,Manhattan,Midtown,40.780662,-74.016435,Private room,191,14,21,2020-06-15,10.5,1,229
3744,Cozy Private room in Harlem,82250,James,Manhattan,Harlem,40.766712,-74.023546,Private room,153,60,27,2019-08-14,2.7,1,363
3745,Cozy Entire home/apt in Crown Heights,26025,Lisa,Brooklyn,Crown Heights,40.633713,-73.962722,Entire home/apt,80,60,23,2019-02-01,1.44,5,249
3746,Cozy Entire home/apt in Jackson Heights,88210,Emma,Queens,Jackson Heights,40.742228,-73.887481,Entire home/apt,130,1,16,2019-07-31,2.67,2,130
3747,Cozy Private room in Flushing,58991,James,Queens,Flushing,40.712018,-73.866377,Private room,99,90,6,2019-04-21,0.33,3,134
3748,Cozy Entire home/apt in New Brighton,79730,Lisa,Staten Island,New Brighton,40.600127,-74.113631,Entire home/apt,81,2,26,2020-06-23,2.17,1,277
3749,Cozy Entire home/apt in Crown Heights,75768,Emma,Brooklyn,Crown Heights,40.677766,-73.931346,Entire home/apt,107,2,38,2019-12-06,1.46,2,35
3750,Cozy Entire home/apt in New Brighton,86705,James,Staten Island,New Brighton,40.54312,-74.177334,Entire home/apt,133,1,21,2019-10-10,1.05,1,120
3751,Cozy Entire home/apt in Harlem,57277,John,Manhattan,Harlem,40.714054,-73.994739,Entire home/apt,205,2,1,2020-06-16,0.05,10,313
3752,Cozy Private room in Bed-Stuy,31526,Maria,Brooklyn,Bed-Stuy,40.674377,-73.954967,Private room,225,14,47,2020-03-19,1.57,5,7
3753,Cozy Entire home/apt in Bed-Stuy,68524,Emma,Brooklyn,Bed-Stuy,40.656896,-73.969032,Entire home/apt,245,30,6,2019-10-23,0.75,2,165
3754,Cozy Entire home/apt in Midtown,15180,Lisa,Manhattan,Midtown,40.718567,-74.008432,Entire home/apt,281,1,63,2019-05-31,2.1,1,278
3755,Cozy Entire home/apt in Flushing,31690,Michael,Queens,Flushing,40.765644,-73.886933,Entire home/apt,169,1,64,2019-06-16,3.2,1,17
3756,Cozy Private room in Park Slope,52599,Michael,Brooklyn,Park Slope,40.668337,-73.956073,Private room,10,7,32,2019-03-08,1.68,1,222
3757,Cozy Entire home/apt in Williamsburg,29608,Lisa,Brooklyn,Williamsburg,40.670432,-73.948027,Entire home/apt,182,7,24,2019-02-11,1.71,5,347
3758,Cozy Entire home/apt in Long Island City,44404,Maria,Queens,Long Island City,40.763019,-73.848839,Entire home/apt,133,2,26,2019-02-24,0.81,1,247
3759,Cozy Private room in Crown Heights,34834,John,Brooklyn,Crown Heights,40.666954,-73.926479,Private room,10,2,51,2020-03-16,2.22,1,86
3760,Cozy Entire home/apt in Williamsburg,86851,John,Brooklyn,Williamsburg,40.626795,-73.939264,Entire home/apt,206,2,4,2019-09-15,0.44,2,294
3761,Cozy Entire home/apt in Chelsea,55832,Michael,Manhattan,Chelsea,40.776505,-73.957613,Entire home/apt,105,1,16,2020-05-29,0.44,20,105
3762,Cozy Private room in Bushwick,88150,Maria,Brooklyn,Bushwick,40.688832,-73.981019,Private room,34,3,24,2019-10-05,2.4,3,193
3763,Cozy Private room in Hell's Kitchen,52345,Sarah,Manhattan,Hell's Kitchen,40.736432,-73.983106,Private room,118,2,2,2020-03-18,0.33,10,46
3764,Cozy Private room in Chelsea,38094,Sarah,Manhattan,Chelsea,40.792685,-74.014153,Private room,234,1,12,2019-02-02,0.39,5,296
3765,Cozy Private room in Crown Heights,14167,Sarah,Brooklyn,Crown Heights,40.697433,-73.960206,Private room,112,30,61,2020-01-31,2.18,1,44
3766,Cozy Entire home/apt in Park Slope,77557,Maria,Brooklyn,Park Slope,40.651102,-73.930856,Entire home/apt,247,2,5,2019-09-25,0.25,3,112
3767,Cozy Entire home/apt in Bed-Stuy,54132,Michael,Brooklyn,Bed-Stuy,40.680808,-73.977874,Entire home/apt,86,14,0,,,2,202
3768,Cozy Entire home/apt in Flushing,78005,James,Queens,Flushing,40.729567,-73.865527,Entire home/apt,110,1,43,2019-11-27,,1,217
3769,Cozy Entire home/apt in Hell's Kitchen,60966,Sarah,Manhattan,Hell's Kitchen,40.784881,-73.954914,Entire home/apt,102,1,13,2019-09-14,1.44,1,65
3770,Cozy Entire home/apt in Park Slope,61560,Sarah,Brooklyn,Park Slope,40.635474,-73.933052,Entire home/apt,133,2,53,2019-11-05,2.65,2,296
3771,Cozy Entire home/apt in Williamsburg,27285,Michael,Brooklyn,Williamsburg,40.669339,-73.958533,Entire home/apt,174,1,28,2020-04-17,0.8,3,150
3772,Cozy Entire home/apt in Harlem,29705,James,Manhattan,Harlem,40.776836,-73.997936,Entire home/apt,308,14,21,2020-03-23,3.0,3,244
3773,Cozy Private room in Bushwick,35099,Lisa,Brooklyn,Bushwick,40.693708,-73.967371,Private room,72,30,4,2019-11-17,0.12,1,310
3774,Cozy Entire home/apt in Hell's Kitchen,35511,Emma,Manhattan,Hell's Kitchen,40.72082,-73.967593,Entire home/apt,181,2,7,,0.3,3,98
3775,Cozy Entire home/apt in Jackson Heights,58003,Lisa,Queens,Jackson Heights,40.740981,-73.892149,Entire home/apt,145,1,49,2020-03-06,1.81,5,55
3776,Cozy Private room in Park Slope,52875,John,Brooklyn,Park Slope,40.663549,-73.960096,Private room,10,30,9,2019-01-28,0.33,3,170
3777,Cozy Private room in Astoria,30840,David,Queens,Astoria,40.7002,-73.836601,Private room,42,1,0,,,1,272
3778,Cozy Entire home/apt in Long Island City,82188,Sarah,Queens,Long Island City,40.759159,-73.896549,Entire home/apt,141,3,10,2020-06-08,0.42,3,48
3779,Cozy Private room in St. George,43077,Michael,Staten Island,St. George,40.609287,-74.189255,Private room,111,1,33,2019-02-24,1.27,1,168
3780,Cozy Private room in Harlem,43226,James,Manhattan,Harlem,40.782634,-73.965403,Private room,101,30,31,2019-01-07,1.03,1,338
3781,Cozy Entire home/apt in Lower East Side,63046,Lisa,Manhattan,Lower East Side,40.755999,-73.961101,Entire home/apt,226,2,50,2019-02-25,8.33,1,345
3782,Cozy Entire home/apt in Midtown,17093,Michael,Manhattan,Midtown,40.764434,-73.973376,Entire home/apt,154,1,72,2019-04-20,,3,56
3783,Cozy Entire home/apt in Bed-Stuy,20664,Maria,Brooklyn,Bed-Stuy,40.683594,-73.960517,Entire home/apt,111,3,8,2019-10-25,0.26,1,156
3784,Cozy Shared room in Hell's Kitchen,37033,Emma,Manhattan,Hell's Kitchen,40.720836,-74.011603,Shared room,209,3,2,2019-03-04,0.25,1,87
3785,Cozy Private room in New Brighton,32518,John,Staten Island,New Brighton,40.575286,-74.164785,Private room,10,30,27,2019-07-29,0.79,1,312
3786,Cozy Entire home/apt in Harlem,42791,Lisa,Manhattan,Harlem,40.728858,-73.990643,Entire home/apt,190,14,53,2019-05-20,3.53,1,320
3787,Cozy Entire home/apt in Bushwick,69222,Michael,Brooklyn,Bushwick,40.65329,-73.934896,Entire home/apt,133,2,31,2019-11-15,31.0,1,351
3788,Cozy Private room in Jackson Heights,28224,Sarah,Queens,Jackson Heights,40.7372,-73.890444,Private room,42,7,16,2019-04-28,,1,300
3789,Cozy Private room in Midtown,44146,David,Manhattan,Midtown,40.776512,-73.950001,Private room,243,2,0,,,2,91
3790,Cozy Private room in Lower East Side,20397,Maria,Manhattan,Lower East Side,40.725917,-73.947559,Private room,189,2,33,2020-06-16,4.71,2,70
