id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
3691,Queens,Jackson Heights,40.751879,-73.886736,Private room,119,2,18.0,0.72,1,280
3692,Manhattan,Harlem,40.79099,-73.989416,Private room,150,2,3.0,0.18,1,287
3693,Brooklyn,Williamsburg,40.676621,-73.914467,Private room,94,60,1.0,0.04,5,50
3694,Bronx,Kingsbridge,40.805006,-73.901979,Private room,84,3,30.0,1.88,1,92
3695,Manhattan,Lower East Side,40.738474,-73.998808,Private room,188,1,15.0,0.83,3,268
3696,Queens,Long Island City,40.701405,-73.885478,Private room,43,3,10.0,0.29,1,273
3697,Manhattan,Chelsea,40.757796,-73.982239,Shared room,150,2,36.0,1.33,1,267
3698,Queens,Flushing,40.745344,-73.854753,Entire home/apt,89,2,8.0,1.6,1,57
3699,Staten Island,St. George,40.545772,-74.114982,Entire home/apt,108,14,57.0,6.33,2,41
3700,Manhattan,Chelsea,40.777334,-73.980603,Private room,52,30,23.0,2.88,3,108
3701,Brooklyn,Park Slope,40.659657,-73.924007,Private room,10,2,5.0,0.17,1,208
3702,Brooklyn,Crown Heights,40.663134,-73.980221,Entire home/apt,97,3,1.0,0.03,1,90
3703,Manhattan,Harlem,40.754448,-73.999594,Private room,10,2,8.0,0.38,2,337
3704,Queens,Astoria,40.697023,-73.88851,Private room,134,90,40.0,4.0,2,278
3705,Staten Island,St. George,40.592609,-74.151822,Entire home/apt,75,2,21.0,0.6,1,197
3706,Brooklyn,Williamsburg,40.667651,-73.924006,Entire home/apt,47,1,25.0,2.08,10,93
3707,Brooklyn,Williamsburg,40.629793,-73.930367,Private room,10,1,2.0,0.11,2,310
3708,Manhattan,Chelsea,40.792324,-74.019309,Entire home/apt,273,3,26.0,2.89,1,199
3709,Queens,Jackson Heights,40.741614,-73.864542,Entire home/apt,68,1,67.0,67.0,1,341
3710,Bronx,Riverdale,40.818806,-73.908374,Entire home/apt,98,1,4.0,0.67,1,18
3711,Brooklyn,Bushwick,40.683346,-73.917462,Private room,184,14,37.0,37.0,5,220
3712,Manhattan,Upper East Side,40.746169,-73.957707,Private room,225,1,11.0,0.79,3,200
3713,Queens,Long Island City,40.725309,-73.858549,Private room,63,1,9.0,0.33,5,117
3714,Queens,Long Island City,40.758455,-73.855518,Private room,73,60,100.0,3.12,2,38
3715,Manhattan,Chelsea,40.786133,-73.959544,Entire home/apt,235,3,14.0,0.47,1,357
3716,Manhattan,Hell's Kitchen,40.774673,-74.000058,Entire home/apt,264,90,72.0,24.0,1,206
3717,Queens,Long Island City,40.697218,-73.892371,Private room,72,2,39.0,6.5,1,16
3718,Manhattan,Harlem,40.748564,-74.017957,Entire home/apt,172,1,15.0,3.75,1,122
3719,Bronx,Fordham,40.807829,-73.859601,Entire home/apt,86,90,45.0,1.73,5,42
3720,Manhattan,Midtown,40.725767,-74.015976,Entire home/apt,286,1,60.0,1.71,1,33
3721,Manhattan,Upper East Side,40.758097,-73.95099,Private room,144,1,11.0,0.92,3,114
3722,Brooklyn,Bushwick,40.681168,-73.967173,Entire home/apt,157,2,70.0,4.12,3,5
3723,Manhattan,Upper East Side,40.786341,-73.98873,Private room,175,7,14.0,14.0,1,173
3724,Queens,Astoria,40.763642,-73.899963,Private room,10,1,61.0,,20,114
3725,Bronx,Fordham,40.797567,-73.92327,Private room,45,3,17.0,0.59,2,213
3726,Manhattan,Harlem,40.785417,-73.970575,Entire home/apt,153,7,86.0,28.67,1,348
3727,Queens,Flushing,40.753057,-73.852656,Shared room,56,1,3.0,,1,163
3728,Staten Island,New Brighton,40.540967,-74.140713,Shared room,29,7,10.0,1.43,2,339
3729,Bronx,Kingsbridge,40.808776,-73.848756,Entire home/apt,87,2,37.0,2.64,1,58
3730,Brooklyn,Park Slope,40.638149,-73.946123,Private room,200,1,0.0,,1,334
3731,Queens,Jackson Heights,40.720174,-73.847772,Private room,34,14,32.0,1.6,3,42
3732,Bronx,Fordham,40.863724,-73.887627,Entire home/apt,34,1,17.0,1.55,1,197
3733,Brooklyn,Williamsburg,40.653518,-73.905615,Private room,134,7,9.0,0.25,1,363
3734,Staten Island,New Brighton,40.602567,-74.1424,Entire home/apt,80,2,12.0,1.5,2,273
3735,Manhattan,Chelsea,40.743305,-73.986375,Entire home/apt,197,2,78.0,2.52,1,46
3736,Brooklyn,Crown Heights,40.687209,-73.941117,Shared room,92,2,56.0,4.31,5,47
3737,Manhattan,Chelsea,40.784312,-73.952413,Private room,170,1,1.0,0.25,1,348
3738,Brooklyn,Bushwick,40.675178,-73.932818,Entire home/apt,304,7,75.0,9.38,1,296
3739,Brooklyn,Bushwick,40.690197,-73.956474,Entire home/apt,267,2,0.0,,1,220
3740,Bronx,Kingsbridge,40.822162,-73.902079,Entire home/apt,74,60,5.0,0.18,3,69
3741,Manhattan,Chelsea,40.780907,-73.954191,Entire home/apt,157,3,1.0,1.0,1,205
3742,Manhattan,Harlem,40.728897,-73.944598,Entire home/apt,279,14,,0.61,5,165
3743,Queens,Astoria,40.702082,-73.821786,Entire home/apt,32,3,9.0,0.35,2,109
3744,Brooklyn,Bushwick,40.659867,-73.943999,Entire home/apt,153,3,96.0,96.0,1,117
3745,Brooklyn,Williamsburg,40.635466,-73.916606,Entire home/apt,81,1,49.0,1.58,1,231
3746,Queens,Flushing,40.755893,-73.880198,Entire home/apt,97,3,101.0,4.21,20,143
3747,Manhattan,Midtown,40.735757,-73.976523,Entire home/apt,232,14,15.0,0.94,5,148
3748,Manhattan,Harlem,40.790517,-73.986724,Entire home/apt,145,7,27.0,0.84,1,300
3749,Bronx,Riverdale,40.840524,-73.866945,Private room,54,3,36.0,1.64,5,272
3750,Queens,Astoria,40.757551,-73.898981,Entire home/apt,39,30,7.0,1.75,1,101
3751,Brooklyn,Crown Heights,40.665959,-73.923016,Entire home/apt,150,90,86.0,8.6,1,180
3752,Manhattan,Hell's Kitchen,40.72311,-73.982937,Entire home/apt,161,3,0.0,,5,81
3753,Brooklyn,Bed-Stuy,40.687541,-73.947167,Shared room,130,2,26.0,3.71,1,9
3754,Staten Island,St. George,40.569522,-74.176933,Entire home/apt,19,30,6.0,0.19,1,69
3755,Queens,Flushing,40.712646,-73.857491,Private room,38,1,5.0,0.24,1,120
3756,Brooklyn,Bed-Stuy,40.703442,-73.960086,Private room,129,2,84.0,3.65,1,54
3757,Manhattan,Upper East Side,40.780587,-74.009986,Entire home/apt,10,1,4.0,0.31,1,57
3758,Queens,Astoria,40.717391,-73.888,Private room,129,1,2.0,0.08,3,189
3759,Manhattan,Chelsea,40.786014,-74.016897,Entire home/apt,305,3,32.0,3.56,1,73
3760,Manhattan,Chelsea,40.73473,-73.99562,Private room,202,3,21.0,7.0,1,166
3761,Bronx,Fordham,40.843326,-73.907827,Entire home/apt,101,2,22.0,0.76,5,42
3762,Manhattan,Lower East Side,40.766865,-73.998464,Private room,298,14,15.0,0.79,1,336
3763,Brooklyn,Bed-Stuy,40.652429,-73.956599,Entire home/apt,170,3,122.0,,3,324
3764,Manhattan,Harlem,40.733372,-73.954434,Private room,102,1,7.0,0.58,1,73
3765,Brooklyn,Bed-Stuy,40.669157,-73.907746,Entire home/apt,101,14,10.0,0.43,3,324
3766,Manhattan,Chelsea,40.752988,-73.973248,Private room,166,1,78.0,2.6,1,105
3767,Manhattan,Chelsea,40.718128,-73.996077,Entire home/apt,248,7,21.0,,20,278
3768,Manhattan,Harlem,40.743724,-73.945497,Private room,205,2,18.0,3.6,1,264
3769,Manhattan,Lower East Side,40.726545,-74.0205,Private room,178,7,0.0,,1,118
3770,Queens,Flushing,40.699549,-73.853405,Entire home/apt,85,1,25.0,0.86,2,2
3771,Manhattan,Chelsea,40.762595,-74.022417,Entire home/apt,334,3,21.0,1.24,2,137
3772,Manhattan,Lower East Side,40.732917,-73.974176,Entire home/apt,297,7,31.0,1.29,1,343
3773,Manhattan,Upper East Side,40.743904,-73.9679,Entire home/apt,10,7,1.0,1.0,3,68
3774,Manhattan,Hell's Kitchen,40.738728,-73.983716,Entire home/apt,121,30,51.0,1.55,1,167
3775,Brooklyn,Park Slope,40.662537,-73.917674,Entire home/apt,81,7,20.0,1.67,5,280
3776,Queens,Astoria,40.765673,-73.872421,Private room,10,7,49.0,2.04,1,220
3777,Bronx,Kingsbridge,40.872858,-73.909936,Entire home/apt,62,1,65.0,4.06,1,266
3778,Manhattan,Chelsea,40.773848,-73.956805,Entire home/apt,358,3,92.0,18.4,1,158
3779,Bronx,Kingsbridge,40.82709,-73.901675,Private room,10,3,37.0,1.06,1,314
3780,Manhattan,Upper East Side,40.752456,-74.003282,Entire home/apt,229,3,17.0,1.31,2,308
3781,Brooklyn,Bed-Stuy,40.698621,-73.941051,Private room,34,1,31.0,0.97,5,136
3782,Manhattan,Lower East Side,40.728485,-73.979774,Private room,228,7,64.0,6.4,1,225
3783,Bronx,Kingsbridge,40.824029,-73.922512,Private room,14,3,58.0,3.05,1,203
3784,Bronx,Fordham,40.833615,-73.851024,Entire home/apt,60,3,1.0,0.04,2,221
3785,Manhattan,Hell's Kitchen,40.749616,-73.951156,Private room,138,7,11.0,0.52,1,41
3786,Manhattan,Midtown,40.718098,-74.014613,Entire home/apt,388,60,24.0,3.43,1,222
3787,Bronx,Kingsbridge,40.798415,-73.920232,Entire home/apt,85,3,7.0,1.4,1,317
3788,Manhattan,Midtown,40.781687,-74.019188,Entire home/apt,69,3,25.0,2.78,1,34
3789,Bronx,Riverdale,40.802674,-73.891636,Entire home/apt,44,3,38.0,12.67,1,127
3790,Queens,Flushing,40.710852,-73.873535,Entire home/apt,27,30,12.0,1.71,1,88
3791,Queens,Jackson Heights,40.689732,-73.84102,Private room,71,3,0.0,,1,60
3792,Bronx,Riverdale,40.811905,-73.8788,Entire home/apt,41,1,66.0,9.43,5,224
3793,Manhattan,Midtown,40.730647,-73.984128,Private room,66,90,8.0,0.32,1,147
3794,Bronx,Kingsbridge,40.855567,-73.854364,Private room,34,3,57.0,1.78,2,219
3795,Bronx,Kingsbridge,40.824759,-73.875797,Entire home/apt,81,3,2.0,0.12,1,324
3796,Manhattan,Midtown,40.753428,-73.95411,Private room,10,14,9.0,0.38,1,24
3797,Queens,Flushing,40.763704,-73.856127,Entire home/apt,98,2,49.0,9.8,1,347
3798,Brooklyn,Williamsburg,40.682113,-73.931876,Entire home/apt,133,2,75.0,5.36,1,334
3799,Manhattan,Hell's Kitchen,40.742205,-73.970548,Entire home/apt,116,14,18.0,0.56,1,65
3800,Brooklyn,Williamsburg,40.699274,-73.930605,Private room,74,1,27.0,0.9,1,270
3801,Brooklyn,Williamsburg,40.683304,-73.965671,Private room,57,1,12.0,0.5,3,4
3802,Bronx,Kingsbridge,40.811149,-73.915425,Entire home/apt,38,2,1.0,0.04,1,89
3803,Manhattan,Chelsea,40.74492,-73.981913,Entire home/apt,144,1,39.0,9.75,1,179
3804,Brooklyn,Bed-Stuy,40.700971,-73.960877,Private room,134,90,60.0,3.33,1,94
3805,Staten Island,New Brighton,40.585361,-74.173448,Entire home/apt,18,3,5.0,1.67,1,124
3806,Brooklyn,Williamsburg,40.645182,-73.933332,Entire home/apt,15,7,28.0,1.4,1,237
3807,Manhattan,Midtown,40.739314,-73.963849,Entire home/apt,192,7,26.0,,1,230
3808,Brooklyn,Bed-Stuy,40.651099,-73.962451,Private room,16,1,12.0,1.71,1,151
3809,Brooklyn,Williamsburg,40.674933,-73.973394,Private room,10,14,45.0,3.0,2,209
3810,Manhattan,Lower East Side,40.720894,-73.995117,Private room,44,2,6.0,0.24,1,152
3811,Brooklyn,Bushwick,40.678832,-73.919786,Private room,65,3,8.0,0.62,10,200
3812,Manhattan,Lower East Side,40.720461,-74.008848,Private room,10,3,7.0,0.44,3,21
3813,Brooklyn,Bed-Stuy,40.696147,-73.932748,Private room,91,14,83.0,6.92,5,111
3814,Manhattan,Lower East Side,40.71448,-74.006748,Entire home/apt,186,60,27.0,0.75,1,12
3815,Brooklyn,Park Slope,40.687338,-73.935521,Private room,103,2,8.0,1.14,1,249
3816,Manhattan,Hell's Kitchen,40.785979,-74.006423,Entire home/apt,172,7,10.0,0.43,1,174
3817,Queens,Jackson Heights,40.700648,-73.828534,Entire home/apt,117,30,23.0,0.82,1,308
3818,Brooklyn,Williamsburg,40.666072,-73.978424,Entire home/apt,219,1,39.0,3.55,1,348
3819,Manhattan,Harlem,40.770994,-74.021582,Entire home/apt,151,3,16.0,0.44,1,175
3820,Manhattan,Upper East Side,40.776443,-73.966948,Private room,127,60,25.0,0.76,1,140
3821,Brooklyn,Crown Heights,40.679612,-73.970124,Private room,26,14,13.0,1.18,2,362
3822,Manhattan,Lower East Side,40.720552,-73.993669,Private room,79,60,27.0,0.93,1,300
3823,Manhattan,Chelsea,40.736686,-73.982128,Private room,31,1,35.0,1.67,1,303
3824,Manhattan,Lower East Side,40.740341,-73.964155,Entire home/apt,286,2,40.0,1.9,5,130
3825,Queens,Long Island City,40.702884,-73.898518,Private room,77,60,12.0,0.44,2,355
3826,Queens,Jackson Heights,40.708468,-73.844603,Entire home/apt,112,7,13.0,0.62,20,226
3827,Queens,Flushing,40.764098,-73.829442,Private room,10,3,2.0,0.06,1,249
3828,Brooklyn,Bushwick,40.6277,-73.958998,Private room,85,2,30.0,1.2,1,296
3829,Manhattan,Lower East Side,40.773892,-74.004722,Entire home/apt,189,14,10.0,0.59,1,274
3830,Bronx,Fordham,40.818465,-73.847681,Private room,10,7,28.0,0.97,2,336
3831,Queens,Jackson Heights,40.710369,-73.883598,Private room,90,3,0.0,,3,116
3832,Manhattan,Upper East Side,40.734481,-73.994615,Entire home/apt,157,2,10.0,10.0,10,69
3833,Staten Island,New Brighton,40.571426,-74.146584,Private room,131,3,17.0,5.67,2,363
3834,Manhattan,Chelsea,40.764269,-74.015125,Entire home/apt,260,1,33.0,16.5,1,251
3835,Brooklyn,Bed-Stuy,40.66704,-73.915395,Entire home/apt,108,3,25.0,2.78,1,112
3836,Manhattan,Chelsea,40.763219,-74.00607,Entire home/apt,181,1,0.0,,1,219
3837,Brooklyn,Williamsburg,40.695414,-73.949728,Private room,125,2,3.0,0.15,1,280
3838,Manhattan,Harlem,40.71877,-74.001291,Private room,10,7,40.0,2.86,1,80
3839,Manhattan,Chelsea,40.778869,-73.989259,Private room,198,7,1.0,0.5,1,282
3840,Manhattan,Hell's Kitchen,40.778115,-73.981987,Private room,35,60,5.0,0.28,1,85
3841,Manhattan,Lower East Side,40.740418,-73.953163,Entire home/apt,277,14,12.0,0.36,2,230
3842,Manhattan,Lower East Side,40.768422,-73.973037,Entire home/apt,302,1,49.0,4.9,2,263
3843,Brooklyn,Williamsburg,40.639589,-73.946061,Entire home/apt,192,7,25.0,8.33,1,145
3844,Manhattan,Upper East Side,40.748014,-73.970269,Private room,10,2,9.0,0.39,2,56
3845,Brooklyn,Bushwick,40.65138,-73.943802,Entire home/apt,100,14,41.0,4.56,1,230
3846,Manhattan,Chelsea,40.715693,-74.01533,Entire home/apt,343,7,23.0,0.96,1,193
3847,Manhattan,Lower East Side,40.738754,-73.963407,Entire home/apt,150,90,23.0,1.44,20,147
3848,Brooklyn,Bushwick,40.687522,-73.926168,Entire home/apt,137,1,19.0,1.12,10,213
3849,Brooklyn,Crown Heights,40.629226,-73.982328,Private room,66,1,14.0,2.33,2,44
3850,Manhattan,Lower East Side,40.738818,-73.985721,Private room,146,1,2.0,0.08,1,214
3851,Manhattan,Lower East Side,40.772477,-73.9573,Entire home/apt,208,1,16.0,1.14,1,251
3852,Brooklyn,Williamsburg,40.684256,-73.951846,Entire home/apt,67,14,3.0,0.14,2,191
3853,Manhattan,Upper East Side,40.738737,-73.996897,Private room,79,60,9.0,0.75,1,51
3854,Brooklyn,Park Slope,40.700188,-73.970918,Entire home/apt,131,1,8.0,1.14,5,350
3855,Queens,Long Island City,40.731025,-73.881333,Entire home/apt,132,14,,5.0,1,98
3856,Manhattan,Hell's Kitchen,40.737749,-73.945929,Entire home/apt,119,2,19.0,0.76,3,114
3857,Brooklyn,Williamsburg,40.691668,-73.961325,Entire home/apt,207,3,16.0,4.0,3,115
3858,Queens,Long Island City,40.723733,-73.880231,Entire home/apt,63,14,8.0,0.35,20,186
3859,Manhattan,Upper East Side,40.77485,-73.994115,Entire home/apt,293,2,9.0,0.33,20,202
3860,Manhattan,Midtown,40.756911,-73.97568,Entire home/apt,259,2,28.0,1.87,2,234
3861,Queens,Astoria,40.691534,-73.889035,Private room,53,14,1.0,0.04,2,108
3862,Bronx,Riverdale,40.813482,-73.892705,Entire home/apt,99,2,39.0,1.95,5,282
3863,Manhattan,Lower East Side,40.717725,-74.015152,Private room,111,1,1.0,0.33,1,178
3864,Brooklyn,Crown Heights,40.645606,-73.959357,Entire home/apt,106,3,26.0,,2,246
3865,Brooklyn,Bed-Stuy,40.628686,-73.927269,Entire home/apt,100,14,24.0,2.4,3,124
3866,Queens,Long Island City,40.762875,-73.886913,Entire home/apt,107,1,7.0,0.21,2,169
3867,Queens,Flushing,40.712741,-73.874881,Entire home/apt,75,7,53.0,5.3,5,126
3868,Brooklyn,Williamsburg,40.696794,-73.9666,Private room,60,7,31.0,1.19,1,297
3869,Brooklyn,Park Slope,40.670909,-73.954163,Private room,143,14,0.0,,1,297
3870,Brooklyn,Bed-Stuy,40.630757,-73.957034,Private room,141,2,2.0,0.06,10,361
3871,Bronx,Riverdale,40.855682,-73.901213,Private room,48,2,50.0,3.33,1,198
3872,Manhattan,Upper East Side,40.776245,-74.006025,Private room,120,7,18.0,0.95,1,213
3873,Queens,Jackson Heights,40.709759,-73.832898,Private room,108,3,28.0,2.8,1,326
3874,Manhattan,Harlem,40.714951,-73.973003,Private room,160,2,19.0,0.86,2,258
3875,Brooklyn,Williamsburg,40.679092,-73.909692,Entire home/apt,103,2,34.0,1.1,1,210
3876,Manhattan,Lower East Side,40.791456,-73.960076,Entire home/apt,381,14,9.0,2.25,1,60
3877,Bronx,Kingsbridge,40.816942,-73.887147,Private room,27,14,52.0,2.0,1,260
3878,Brooklyn,Crown Heights,40.698374,-73.931751,Private room,10,2,19.0,3.17,1,171
3879,Staten Island,Stapleton,40.60323,-74.14464,Entire home/apt,12,14,12.0,0.36,1,192
3880,Bronx,Fordham,40.803949,-73.850657,Entire home/apt,87,7,43.0,4.78,3,158
3881,Staten Island,St. George,40.592122,-74.167321,Private room,46,3,33.0,1.06,1,203
3882,Manhattan,Lower East Side,40.785248,-73.979859,Entire home/apt,240,3,8.0,0.62,1,187
3883,Manhattan,Upper East Side,40.714896,-73.972711,Entire home/apt,216,3,102.0,3.92,5,173
3884,Manhattan,Hell's Kitchen,40.764135,-73.944702,Private room,120,7,5.0,0.38,1,211
3885,Bronx,Kingsbridge,40.802813,-73.885873,Private room,87,90,19.0,0.56,1,51
3886,Manhattan,Harlem,40.731679,-73.993939,Private room,113,2,45.0,2.81,20,0
3887,Manhattan,Midtown,40.780514,-73.970862,Private room,125,3,32.0,1.78,1,75
3888,Queens,Jackson Heights,40.760272,-73.896636,Shared room,18,7,42.0,2.0,3,28
3889,Brooklyn,Bed-Stuy,40.675616,-73.911407,Private room,136,1,21.0,3.5,1,332
3890,Manhattan,Midtown,40.787421,-74.022949,Private room,70,7,32.0,1.19,1,225
3891,Brooklyn,Park Slope,40.672642,-73.904161,Private room,83,3,61.0,2.54,1,20
3892,Brooklyn,Crown Heights,40.701751,-73.924235,Private room,115,2,14.0,1.08,20,17
3893,Manhattan,Chelsea,40.731934,-74.015217,Entire home/apt,275,1,111.0,4.83,2,71
3894,Queens,Astoria,40.726381,-73.894512,Shared room,10,3,19.0,0.95,10,334
3895,Queens,Flushing,40.693045,-73.868337,Entire home/apt,200,3,31.0,1.35,1,2
3896,Queens,Jackson Heights,40.759308,-73.827789,Entire home/apt,170,3,6.0,0.6,3,209
3897,Brooklyn,Park Slope,40.645757,-73.947672,Private room,111,2,,8.0,1,207
3898,Manhattan,Harlem,40.721297,-73.997645,Private room,205,1,18.0,1.38,1,334
3899,Manhattan,Hell's Kitchen,40.764182,-73.999651,Entire home/apt,245,2,3.0,0.12,1,323
3900,Queens,Flushing,40.766317,-73.87269,Entire home/apt,136,7,41.0,6.83,1,122
3901,Brooklyn,Williamsburg,40.654383,-73.972247,Private room,41,60,26.0,6.5,1,200
3902,Queens,Flushing,40.718365,-73.841835,Entire home/apt,120,2,12.0,1.2,20,202
3903,Manhattan,Chelsea,40.747247,-73.996971,Private room,10,2,68.0,68.0,1,212
3904,Manhattan,Chelsea,40.736721,-73.997471,Shared room,12,3,17.0,2.12,2,220
3905,Manhattan,Chelsea,40.74234,-73.980459,Entire home/apt,255,1,21.0,0.72,1,173
3906,Manhattan,Upper East Side,40.785229,-73.993405,Entire home/apt,285,14,31.0,15.5,2,175
3907,Manhattan,Chelsea,40.76583,-73.995318,Private room,10,1,71.0,5.07,1,68
3908,Brooklyn,Bed-Stuy,40.634533,-73.943911,Entire home/apt,214,2,10.0,0.71,1,360
3909,Brooklyn,Bushwick,40.680341,-73.925379,Private room,106,1,31.0,0.89,2,226
3910,Queens,Long Island City,40.71995,-73.883397,Private room,20,3,2.0,0.06,20,135
3911,Manhattan,Upper East Side,40.732156,-73.953692,Entire home/apt,138,7,5.0,0.5,3,267
3912,Manhattan,Hell's Kitchen,40.72916,-73.968508,Entire home/apt,234,1,39.0,19.5,1,131
3913,Brooklyn,Park Slope,40.659222,-73.910769,Private room,125,1,30.0,0.88,1,202
3914,Brooklyn,Williamsburg,40.658885,-73.960474,Private room,82,7,51.0,3.0,1,360
3915,Manhattan,Harlem,40.755055,-73.963931,Entire home/apt,239,7,57.0,,1,5
3916,Brooklyn,Crown Heights,40.651189,-73.953246,Private room,208,1,43.0,3.31,1,169
3917,Manhattan,Hell's Kitchen,40.775749,-73.992594,Private room,36,14,4.0,0.22,2,105
3918,Brooklyn,Williamsburg,40.686219,-73.938353,Private room,42,7,56.0,1.87,2,80
3919,Queens,Astoria,40.758858,-73.894995,Entire home/apt,83,3,52.0,10.4,1,302
3920,Queens,Jackson Heights,40.703583,-73.862726,Entire home/apt,77,1,36.0,2.0,1,45
3921,Manhattan,Hell's Kitchen,40.742419,-73.945868,Entire home/apt,229,1,1.0,,1,12
3922,Manhattan,Midtown,40.755957,-73.957651,Private room,247,2,50.0,25.0,1,105
3923,Brooklyn,Crown Heights,40.676684,-73.94554,Shared room,10,1,39.0,1.56,2,150
3924,Manhattan,Harlem,40.751935,-73.990274,Shared room,62,14,4.0,0.16,1,133
3925,Manhattan,Lower East Side,40.727184,-74.015788,Private room,227,3,10.0,1.43,1,350
3926,Manhattan,Chelsea,40.751582,-73.988923,Entire home/apt,86,2,9.0,0.28,2,326
3927,Queens,Astoria,40.711194,-73.859687,Entire home/apt,74,1,7.0,0.58,2,67
3928,Brooklyn,Bushwick,40.672084,-73.959248,Entire home/apt,142,2,64.0,1.94,20,332
3929,Brooklyn,Park Slope,40.687452,-73.917549,Private room,10,3,4.0,0.11,1,292
3930,Queens,Astoria,40.692316,-73.859338,Entire home/apt,109,2,106.0,35.33,1,140
3931,Queens,Flushing,40.762571,-73.828762,Private room,127,3,6.0,0.18,1,361
3932,Manhattan,Chelsea,40.77252,-73.989389,Entire home/apt,176,60,59.0,2.68,3,291
3933,Queens,Jackson Heights,40.717107,-73.87399,Private room,31,3,3.0,0.12,1,44
3934,Brooklyn,Bushwick,40.695655,-73.975206,Entire home/apt,104,14,10.0,5.0,1,94
3935,Brooklyn,Crown Heights,40.658989,-73.923638,Entire home/apt,224,7,19.0,0.83,1,106
3936,Queens,Long Island City,40.733192,-73.885438,Shared room,38,1,9.0,0.45,3,116
3937,Manhattan,Harlem,40.767721,-74.006937,Private room,264,1,,,3,296
3938,Manhattan,Lower East Side,40.725766,-74.0155,Entire home/apt,279,2,16.0,0.89,1,311
3939,Manhattan,Midtown,40.716149,-73.944032,Private room,312,7,1.0,0.06,2,112
3940,Manhattan,Upper East Side,40.763292,-73.9588,Entire home/apt,188,2,40.0,20.0,1,54
3941,Brooklyn,Bed-Stuy,40.693021,-73.964139,Entire home/apt,222,1,90.0,5.0,1,320
3942,Bronx,Riverdale,40.853722,-73.849332,Entire home/apt,37,7,27.0,2.7,1,351
3943,Staten Island,Stapleton,40.586676,-74.162001,Private room,67,1,5.0,0.19,1,148
3944,Brooklyn,Bushwick,40.703057,-73.956033,Entire home/apt,210,7,17.0,2.83,1,3
3945,Manhattan,Hell's Kitchen,40.735662,-73.996097,Entire home/apt,131,90,4.0,0.16,1,322
3946,Manhattan,Lower East Side,40.772689,-73.946312,Entire home/apt,187,2,10.0,0.67,1,103
3947,Brooklyn,Park Slope,40.657428,-73.947422,Entire home/apt,147,3,7.0,0.44,10,197
3948,Brooklyn,Bed-Stuy,40.664347,-73.967992,Private room,35,30,22.0,2.2,5,159
3949,Queens,Jackson Heights,40.754918,-73.894326,Private room,44,1,27.0,1.35,1,320
3950,Brooklyn,Bed-Stuy,40.636327,-73.925135,Entire home/apt,213,3,0.0,,2,259
3951,Brooklyn,Crown Heights,40.647004,-73.936635,Shared room,10,2,60.0,2.07,1,16
3952,Manhattan,Lower East Side,40.774247,-73.960802,Entire home/apt,334,14,19.0,2.11,1,134
3953,Brooklyn,Bushwick,40.687814,-73.928055,Entire home/apt,81,60,12.0,1.33,2,352
3954,Queens,Flushing,40.698648,-73.837652,Private room,58,3,6.0,0.67,5,236
